"","ID","XCOO","YCOO","ELEV","COUN","ASP","GENLAN","TOPO","GROUNDVEG","TREELAY","VEG_ZONE","Date","SAMP","SPECIES","LITO","C_PAR","TOPC","WEATH","TEMP","Ag","Al","As","Au","B","Ba","Be","Bi","Ca","Cd","Co","Cr","Cu","Fe","Hg","K","La","Mg","Mn","Mo","Na","Ni","P","Pb","Pd","Pt","Rb","S","Sb","Sc","Se","Si","Sr","Th","Tl","U","V","Y","Zn"
"60",76,482866,7828738,140,"NOR","FLAT","DEEPVAL","FLATTER","SHRUBS","BIRCH","FOREST_TUNDRA",950719,"GKOJTF","PSSC",10,"FLUVG",47,"DRY",12,0.023,182,0.037,NA,1.79,36.7,0.03,0.007,3700,0.043,0.19,0.36,3.67,88.5,0.024,5560,0.35,2260,89.2,0.068,139,1.89,1370,2.33,NA,NA,8.07,772,0.028,0.05,0.4,223,36,0.015,0.011,0.039,0.61,0.4,17.5
"61",79,595850,7750545,90,"NOR","FLAT","DEEPVAL","FLATTER","SHRUBS","SPARCEBI","DWARF_SHRUB_TUNDRA",950731,"GKJHOJ","PSSC",20,"FLUVG",75,"DRY",17,0.039,121,0.183,NA,0.81,14,0.015,0.018,2270,0.078,0.5,0.65,10.1,240,0.033,4260,0.35,1100,596,0.055,107,12.6,980,3.26,NA,NA,8.84,920,0.03,0.05,0.4,176,6.89,0.014,0.013,0.005,1.12,0.05,35.6
"62",80,587100,7624700,250,"RUS","E","PLAIN","CONVLOW","","","",950824,"Semenov","HSDC",31,"FLUVG",30,"DRY",10,0.014,110,0.181,NA,1.32,22.7,0.015,0.015,2870,0.085,0.37,0.43,7.62,158,0.037,4680,0.35,1100,479,0.077,399,6.01,1340,1.98,NA,NA,5.26,903,0.083,0.1,0.4,228,11.4,0.013,0.022,0.002,0.85,0.05,37.5
"63",81,414535,7416905,195,"FIN","W","PLAIN","CONCLOW","SHRUBS","PINE","BOREAL_FOREST",950823,"RPEM","HSSC",7,"FLUVG",62,"DRY",15,0.015,149,0.157,NA,1.19,32.2,0.015,0.024,2560,0.112,0.18,1.13,4.63,153,0.05,4050,0.35,858,504,0.124,57.8,1.5,1260,5.01,NA,NA,14.2,842,0.049,0.05,0.4,170,9.46,0.02,0.109,0.011,1.66,0.05,50
"64",82,740646.3,7678294,80,"RUS","NE","RIDGE","CONVLOW","SHRUBS","BIRCH","BOREAL_FOREST",950810,"Pavlov","HSSC",21,"TILL",39,"RAIN",9,0.052,333,0.29,NA,2.78,17.6,0.015,0.022,2820,0.098,0.94,1.7,22.8,546,0.046,4080,1.5,1290,197,0.162,281,24.6,1510,4.72,NA,NA,6.61,995,0.079,0.05,0.4,276,24.4,0.045,0.02,0.019,14.3,0.2,31.3
"65",83,470112.2,7625768,230,"FIN","NW","PLAIN","CONVMED","SHRUBS","PINE","BOREAL_FOREST",950703,"JARKP","HSDR",32,"TILL",50,"DRY",12,0.018,105,0.167,NA,1.25,12.9,0.015,0.011,2310,0.063,0.22,0.38,5.65,104,0.048,3900,0.35,990,658,0.06,54,2.33,1120,2.55,NA,NA,14,854,0.027,0.05,0.4,129,3.93,0.012,0.057,0.002,1,0.05,26.7
"66",84,618100,7459100,230,"RUS","FLAT","PLAIN","FLAT","MOSS","BISPR","BOREAL_FOREST",950812,"Smirnov","HSDC",1,"FLUVG",14,"MIX",12,0.023,311,0.118,NA,1.34,11.5,0.015,0.014,2390,0.106,0.31,0.46,6.08,139,0.032,4010,0.35,1100,756,0.076,56.8,3.12,1460,2.63,NA,NA,15.2,839,0.038,0.05,0.4,200,6.18,0.022,0.016,0.006,1.21,0.05,56.5
"67",85,594061.5,7393515,280,"FIN","N","PLAIN","CONVMED","SHRUBS","PIBI","BOREAL_FOREST",950627,"RPVM","HSSC",52,"FLUV",45,"DRY",14,0.016,144,0.139,NA,0.25,11.7,0.015,0.007,2510,0.058,0.18,0.44,4.92,143,0.044,3680,0.35,765,505,0.075,43.7,1.79,1020,3.14,NA,NA,18.6,781,0.038,0.05,0.4,169,3.55,0.019,0.036,0.009,1.26,0.05,17.7
"68",87,765245.6,7697102,80,"RUS","FLAT","DEEPVAL","FLAT","SHRUBS","BIRCH","FOREST_TUNDRA",950810,"Semenov","HSDC",4,"FLUVG",36,"MIX",8,0.038,161,0.21,NA,3.25,10.6,0.015,0.018,2150,0.129,0.83,0.96,16.1,307,0.045,4450,0.35,1530,182,0.111,370,17,1590,2.89,NA,NA,4.25,1010,0.052,0.05,0.4,190,16.6,0.014,0.012,0.013,10.1,0.05,38.1
"69",88,752213.3,7654692,230,"RUS","S","SLOPE","UPBRLOW","SHRUBS","PINE","BOREAL_FOREST",950818,"Smirnov","HSSC",21,"TILL",19,"RAIN",15,0.066,204,0.192,NA,1.37,17,0.015,0.032,2350,0.198,0.75,2.47,15.9,349,0.038,5030,0.35,1130,316,0.137,265,14.9,1460,4.61,NA,NA,10.1,919,0.082,0.05,0.4,247,15.4,0.025,0.018,0.008,10.4,0.05,33
"70",91,723587.7,7394925,40,"RUS","NE","PLAIN","FLATRUG","SHRUBS","PINE","BOREAL_FOREST",950713,"Semenov","HSDC",1,"TILLSAP",23,"MIX",8,0.026,125,0.149,NA,1.06,19.3,0.015,0.016,2340,0.089,0.38,0.33,8.03,154,0.065,4120,0.35,1110,472,0.087,68,4.8,1320,2.61,NA,NA,22.9,880,0.025,0.05,0.4,143,7.39,0.002,0.176,0.005,1.35,0.05,29.1
"71",92,405138.8,7421903,185,"FIN","E","PLAIN","CONCMED","SHRUBS","SPRPI","BOREAL_FOREST",950823,"RPEM","HSSC",7,"TILL",45,"DRY",18,0.005,139,0.1,NA,0.96,19.3,0.015,0.012,2430,0.069,0.14,0.86,4.2,166,0.042,3340,0.35,837,832,0.089,41.4,1.15,1140,3.53,NA,NA,17.4,723,0.037,0.05,0.4,198,4.26,0.079,0.037,0.009,1.41,0.05,32.7
"72",93,575650,7772350,75,"NOR","SE","LOWMO","CONCLOW","EMPETRUM","BIRCH","FOREST_TUNDRA",950725,"CRTF","HSDC",20,"TILL",60,"MIX",15,0.005,135,0.155,NA,1.77,13.7,0.015,0.011,2480,0.084,0.42,0.46,7.06,213,0.058,4030,0.35,1600,308,0.067,90.4,5.41,1590,1.87,NA,NA,8.87,872,0.02,0.05,0.4,179,11.4,0.022,0.017,0.007,1.15,0.05,33.4
"73",94,660935.4,7477412,260,"RUS","FLAT","PLAIN","TERR","SHRUBS","BIRCH","BOREAL_FOREST",950627,"Pavlov","HSSC",1,"FLUVG",48,"MIX",15,0.037,155,0.199,NA,1.3,15.9,0.015,0.025,2770,0.077,0.55,2.02,9.26,305,0.081,4300,0.35,1010,539,0.104,46.3,6.95,1330,2.71,NA,NA,15,937,0.043,0.05,0.4,188,8.5,0.028,0.015,0.007,2.41,0.05,33.9
"74",95,6e+05,7580400,360,"RUS","E","HIMO","CONVLOW","SHRUBS","BIRCH","FOREST_TUNDRA",950817,"Semenov","PSSC",31,"TILLSAP",45,"DRY",15,0.019,80.7,0.113,NA,0.25,20.3,0.015,0.012,2330,0.116,0.32,0.37,5.62,103,0.035,5950,0.35,964,646,0.053,39.7,4.9,937,3.54,NA,NA,23,876,0.023,0.05,0.4,122,11.6,0.01,0.057,0.002,1.4,0.05,48.7
"75",96,776025,7550490,260,"RUS","S","RIDGE","CONCLOW","SHRUBS","PINE","BOREAL_FOREST",950726,"Semenov","HSSC",20,"TILL",25,"DRY",20,0.144,339,0.611,NA,3.47,25,0.015,0.09,3450,0.28,2.24,2.18,49.6,661,0.04,4100,0.9,1140,567,0.333,110,49.8,1470,2.76,NA,NA,4.32,1180,0.07,0.05,0.4,453,119,0.054,0.018,0.028,3.54,0.1,41.8
"76",97,747621.5,7664599,140,"RUS","SW","LOWMO","UPBRMED","SHRUBS","BIRCH","BOREAL_FOREST",950818,"Smirnov","PSSC",21,"TILLSAP",NA,"MIX",12,0.164,804,0.243,NA,2.65,43.9,0.05,0.105,3090,0.562,1.4,4.56,22.4,1700,0.155,6570,2.1,1180,375,0.243,161,30.5,1790,28.1,NA,NA,16.2,1290,0.623,0.2,0.4,476,29.9,0.086,0.041,0.033,83.8,0.3,62.5
"77",99,494003.4,7713732,350,"FIN","NE","PLAIN","CONCMED","SHRUBS","BIRCH","DWARF_SHRUB_TUNDRA",950719,"MLRJARR","HSSC",31,"TILL",43,"MIX",12,0.013,288,0.118,NA,0.65,25.5,0.03,0.006,2100,0.047,0.35,0.34,4.82,291,0.028,3710,0.35,800,119,0.047,57.6,3.3,1220,3.37,NA,NA,5.61,782,0.021,0.05,0.4,83.6,14.7,0.005,0.013,0.004,1.28,0.05,46.7
"78",100,824458.8,7672844,140,"RUS","","RIDGE","LOWBRLOW","SHRUBS","SPARCEBI","FOREST_TUNDRA",950727,"Semenov","HSSC",4,"TILL",40,"DRY",18,0.047,199,0.218,NA,2.93,19.5,0.015,0.015,2540,0.08,0.55,0.63,12.5,209,0.055,3220,0.35,1220,181,0.113,162,11.9,1000,2.78,NA,NA,3.88,815,0.042,0.05,0.4,226,14.2,0.021,0.016,0.01,2.34,0.05,21.2
"79",102,582916.1,7715032,100,"FIN","E","FLAT","CONVLOW","SHRUBS","PIBI","BOREAL_FOREST",950723,"MLRMAVG","HSDC",20,"FLUV",NA,"RAIN",12,0.034,132,0.388,NA,2.11,14.3,0.015,0.02,2710,0.081,0.87,0.8,16,290,0.049,3270,0.35,1110,640,0.084,57.2,22.1,952,2.39,NA,NA,16.6,788,0.04,0.05,0.4,185,6.71,0.021,0.052,0.015,1.19,0.05,49.1
"80",103,766615.8,7470871,80,"RUS","N","RIDGE","CONVLOW","LICHEN","PINE","BOREAL_FOREST",950714,"Katanaev","HSDC",32,"TILLSAP",50,"MIX",8,0.087,429,0.375,0.18,1.37,18.8,0.015,0.04,2800,0.159,0.93,0.74,20.3,415,0.062,4120,0.8,1030,258,0.167,36.7,18.3,1400,5.58,1.74,0.6,7.25,981,0.065,0.05,0.4,292,15.8,0.045,0.046,0.025,4.52,0.2,30.4
"81",106,476609.6,7591683,300,"FIN","S","PLAIN","CONCLOW","SHRUBS","SPRUCE","BOREAL_FOREST",950817,"MLRJARR","HSDR",32,"TILL&SAP",60,"DRY",19,0.016,75.6,0.091,1.14,0.84,15.4,0.015,0.009,2120,0.067,0.2,0.35,3.7,68.3,0.031,3780,0.35,801,447,0.046,32.4,1.32,824,2.16,1.4,0.4,14.2,606,0.028,0.05,0.4,171,8.63,0.008,0.02,0.002,0.72,0.05,21.3
"82",107,713396.9,7642441,140,"RUS","S","PLAIN","LOWBRLOW","SHRUBS","BIRCHdense","FOREST_TUNDRA",950804,"Semenov","HSSC",22,"FLUVG",45,"MIX",10,0.057,103,0.209,0.24,3,20.1,0.015,0.021,3680,0.103,0.58,0.5,12.7,204,0.048,5280,0.35,1150,234,0.156,155,12.5,1500,1.87,2.15,1.2,8.06,1010,0.043,0.05,0.4,341,35.8,0.016,0.018,0.006,1.74,0.05,27.1
"83",108,772549.5,7504027,170,"RUS","NW","PLAIN","LOWBRMED","SHRUBS","PIBI","BOREAL_FOREST",950629,"Smirnov","HSDR",6,"TILL",48,"RAIN",10,0.137,4300,0.724,0.27,5.68,45.7,0.27,0.043,5680,0.266,3.01,2.05,52.2,4710,0.042,6280,17.2,1130,208,0.374,918,49.5,2590,3.57,7.69,2.5,14.3,1030,0.061,0.05,0.4,753,170,0.384,0.035,0.177,12.7,3.5,30.5
"84",109,581616.6,7503319,275,"FIN","S","PLAIN","CONVLOW","","","",950706,"RPVM","HSSC",1,"TILL",44,"DRY",12,0.018,124,0.143,0.29,0.52,12.9,0.015,0.015,2070,0.074,0.32,0.47,4.47,118,0.041,3490,0.35,870,490,0.07,10.3,2.45,1000,2.82,0.95,0.3,20.3,706,0.03,0.05,0.4,169,7.11,0.013,0.022,0.008,1.13,0.05,44
"85",110,606700,7599500,210,"RUS","W","RIDGE","LOWBRLOW","MOSS","BISPR","BOREAL_FOREST",950817,"Semenov","HSDC",32,"TILL",50,"DRY",18,0.031,115,0.181,0.11,3.38,24.6,0.015,0.013,3340,0.11,0.24,0.3,6.49,115,0.059,5100,0.35,1470,633,0.058,37.8,4.22,1610,1.64,0.46,0.2,10.3,921,0.039,0.05,0.4,165,13.1,0.025,0.014,0.006,0.83,0.05,58.9
"86",111,707771.5,7446271,160,"RUS","S","RIDGE","LOWBRLOW","SHRUBS","BISPR","BOREAL_FOREST",950629,"Semenov","HSSC",1,"TILL",50,"RAIN",15,0.075,302,0.334,0.21,3.1,42.8,0.015,0.05,3430,0.11,0.72,0.5,14.2,222,0.05,4260,0.35,979,748,0.146,28.6,9.53,1470,4.53,2.02,0.4,10,996,0.061,0.05,0.4,210,15,0.019,0.04,0.013,2.89,0.05,37
"87",113,798727.6,7617209,230,"RUS","FLAT","PLAIN","FLAT","LICHEN","BIRCH","DWARF_SHRUB_TUNDRA",950729,"Semenov","PSSC",20,"TILL",35,"MIX",14,0.089,249,0.216,0.25,1.34,29.8,0.015,0.031,2700,0.141,1.32,0.55,22.3,299,0.035,6040,0.35,1330,300,0.108,50,27.9,1550,3.76,3.31,0.8,13.9,932,0.048,0.05,0.4,226,16.2,0.034,0.015,0.018,2.72,0.05,40.4
"88",114,524989.8,7721779,320,"FIN","W","FLAT","TOPLOW","SHRUBS","BIRCH","SHRUB_TUNDRA",950723,"MLRJARR","PSSC",20,"TILL",27,"MIX",12,0.031,134,0.138,0.81,0.83,25,0.015,0.012,2600,0.081,0.37,0.48,7.52,167,0.035,4610,0.35,1170,218,0.058,46.2,7.4,1400,4.18,0.38,0.1,7.91,826,0.036,0.05,0.4,85.8,10.5,0.012,0.013,0.007,1.6,0.05,64.4
"89",115,552778.4,7492724,270,"FIN","SW","PLAIN","CONVLOW","BLUEBERRY","SPRBI","BOREAL_FOREST",950706,"VMRP","HSSC",1,"TILL",38,"DRY",14,0.024,211,0.141,0.24,0.95,15.1,0.015,0.013,2540,0.084,0.21,0.81,4.79,201,0.044,3610,0.35,883,745,0.101,16.2,2.26,1140,3.76,0.58,0.2,18.8,808,0.046,0.05,0.4,172,6.05,0.049,0.046,0.016,1.66,0.05,43.1
"90",116,533486.3,7674648,128,"FIN","FLAT","FLAT","FLAT","SHRUBS","BIPI","BOREAL_FOREST",950722,"VGMA","HSSC",20,"FLUV",41,"DRY",18,0.018,152,0.183,0.21,1.65,18.4,0.015,0.009,2670,0.062,0.28,0.44,6.35,160,0.036,3600,0.35,1210,361,0.064,40.4,4.7,1250,1.95,0.35,2.4,9.91,855,0.028,0.05,0.4,75.3,6.71,0.021,0.02,0.005,0.92,0.05,27.9
"91",117,391630,7705420,340,"NOR","FLAT","FLAT","FLAT","EMPETRUM","","TUNDRA",950718,"GKOJTV","PSSC",1,"TILL",47,"MIX",14,0.019,99.2,0.093,0.08,1.74,22.2,0.015,0.002,3150,0.062,0.21,0.33,3.79,96,0.059,4350,0.35,1180,531,0.058,40.6,1.54,1210,2,0.24,0.2,16.3,945,0.033,0.05,0.4,79.7,7.26,0.008,0.01,0.004,0.53,0.05,32
"92",118,512429,7781904,210,"NOR","FLAT","PLAIN","FLAT","EMPETRUM","BIRCH","DWARF_SHRUB_TUNDRA",950723,"OJGKTV","PSSC",10,"FLUVG",32,"MIX",8,0.025,253,0.109,0.23,0.58,25,0.015,0.008,2340,0.084,0.28,0.45,5.19,249,0.053,5760,0.35,1620,273,0.045,76.2,3.48,1660,3.25,0.35,0.1,11.1,940,0.032,0.05,0.4,114,15.7,0.017,0.009,0.011,1.32,0.05,36.2
"93",121,552020,7800220,260,"NOR","NE","LOWMO","UPBRMED","EMPETRUM","SPARCEBI","FOREST_TUNDRA",950730,"JHOJTV","HSDR",9,"TILL",33,"DRY",22,0.025,204,0.146,0.27,1.36,22.4,0.015,0.008,2660,0.053,0.27,0.44,7.35,126,0.073,4120,0.35,1050,835,0.051,54.6,5.19,1470,2.54,0.28,0.1,3.62,977,0.028,0.05,0.4,74,9.99,0.011,0.018,0.006,1.02,0.05,21.4
"94",122,612200,7445700,220,"RUS","FLAT","PLAIN","FLAT","MOSS","PIBI","BOREAL_FOREST",950812,"Smirnov","HSDR",1,"FLUVG",45,"",NA,0.027,137,0.121,0.36,1.19,16.1,0.015,0.009,2450,0.093,0.22,0.39,7.26,127,0.043,5570,0.35,1050,749,0.075,71.3,3.08,1730,2.73,0.56,0.2,14.7,1040,0.023,0.05,0.4,55.1,5.06,0.015,0.036,0.006,1.21,0.05,37.6
"95",123,378649.7,7398563,175,"FIN","NW","RIDGE","CONCMED","MOSS","SPRPI","BOREAL_FOREST",950607,"MARPMLR","HSDR",7,"TILL",45,"DRY",15,0.024,146,0.152,0.44,0.52,19.1,0.015,0.016,2340,0.094,0.15,0.97,4.36,141,0.045,4180,0.35,649,680,0.147,32.2,1.44,1160,5.4,1.37,0.2,22.8,874,0.047,0.05,0.4,131,7.27,0.004,0.057,0.01,2.13,0.05,38.1
"96",124,425130.6,7503439,210,"FIN","E","FLAT","FLATLOW","MOSS","BIPI","BOREAL_FOREST",950720,"VGMASR","HSSC",51,"TILL",50,"DRY",15,0.034,186,0.098,0.2,1.73,26.2,0.015,0.002,2910,0.098,0.17,0.59,4.17,166,0.049,3610,0.35,1110,796,0.064,17.2,1.3,1270,2.06,0.34,0.2,10.3,858,0.028,0.1,0.4,216,5.08,0.02,0.015,0.006,0.88,0.05,40.8
"97",125,606500,7413900,220,"RUS","FLAT","PLAIN","TOPFLAT","MOSS","PINE","BOREAL_FOREST",950811,"Smirnov","HSDC",52,"FLUVG",31,"DRY",18,0.029,543,0.116,0.15,3.14,30.4,0.015,0.008,3500,0.095,0.83,2.67,5.91,707,0.04,4510,0.35,1470,331,0.056,52.6,2.46,1360,1.49,0.38,0.3,18.6,886,0.017,0.2,0.4,354,13.8,0.137,0.011,0.021,2.44,0.3,45.3
"98",126,517200,7870300,40,"NOR","SW","LOWMO","FLATTERR","SHRUBS","","TUNDRA",950722,"CRTF","HSDC",10,"TILL",61,"DRY",19,0.015,136,0.129,2.82,1.93,14.1,0.015,0.002,2470,0.046,0.18,0.39,3.65,128,0.069,3730,0.35,1590,184,0.075,231,1.23,1420,1.88,0.11,0.4,4.77,796,0.026,0.05,0.4,67.2,19,0.017,0.014,0.045,0.74,0.1,17.4
"99",127,575619.1,7430200,195,"FIN","FLAT","FLAT","FLAT","MOSS","SPRPI","BOREAL_FOREST",950628,"VMRP","HSSC",52,"FLUV",56,"DRY",15,0.026,403,0.21,1.19,1.07,16.4,0.015,0.019,2660,0.099,0.38,2.01,6,446,0.058,3240,0.35,944,556,0.094,33.1,2.83,1050,3.72,0.87,0.2,8.64,848,0.042,0.1,0.4,296,3.26,0.039,0.032,0.017,2.04,0.1,24.5
"100",128,499550.2,7455989,180,"FIN","SW","PLAIN","CONCLOW","SHRUBS","PISPR","BOREAL_FOREST",950816,"RPAV","HSDC",51,"TILL&SAP",58,"DRY",19,0.022,193,0.127,0.73,0.98,19.7,0.015,0.011,2530,0.061,0.2,0.81,4.24,166,0.053,2940,0.35,810,670,0.08,24.6,1.62,970,2.96,0.17,0.3,14.4,786,0.044,0.05,0.4,98.7,4.15,0.019,0.117,0.007,1.25,0.05,31.4
"101",129,488654.6,7568042,275,"FIN","N","FLAT","FLAT","MOSS","PISPR","BOREAL_FOREST",950703,"DRMRLKK","HSSC",1,"TILL&SAP",36,"DRY",15,0.028,153,0.154,0.64,0.57,24.2,0.015,0.007,2430,0.1,0.21,0.52,5.9,150,0.077,3030,0.35,1040,351,0.092,19.2,2.43,1230,3.03,0.36,0.1,9.97,809,0.036,0.05,0.4,71.7,6.47,0.022,0.019,0.006,1.26,0.05,30.7
"102",130,504348.2,7422253,240,"FIN","NE","PLAIN","CONVMED","MOSS","SPRBI","BOREAL_FOREST",950703,"VMRP","HSDR",51,"TILL",25,"DRY",14,0.03,213,0.22,0.61,0.81,16.3,0.015,0.033,2030,0.123,0.29,0.89,6.38,200,0.094,3810,0.35,836,636,0.12,38.5,3.02,1290,4.77,1.51,0.3,15.8,847,0.034,0.05,0.4,186,6.47,0.019,0.043,0.008,2.28,0.05,42.9
"103",131,529138.1,7480479,180,"FIN","FLAT","FLAT","FLAT","CARLIN_HEATHER","PISPR","BOREAL_FOREST",950710,"RPVM","HSSC",51,"TILL",49,"MIX",10,0.026,160,0.125,0.23,1.18,22.7,0.015,0.006,2660,0.093,0.19,0.66,4.26,145,0.06,3560,0.35,903,671,0.081,25.9,1.53,1080,2.82,0.22,0.2,12,838,0.041,0.05,0.4,85.4,3.91,0.028,0.035,0.01,1.23,0.05,54.5
"104",132,700215.7,7721372,110,"RUS","N","DEEPVAL","CONVLOW","LICHEN","SPARCEBI","SHRUB_TUNDRA",950815,"Semenov","HSSC",4,"TILLSAP",40,"DRY",15,0.038,190,0.314,0.23,4.71,9.32,0.015,0.011,2070,0.081,1.31,1.25,26.1,430,0.07,4630,0.35,1700,170,0.077,339,34.8,1270,2.73,0.92,0.3,6.55,1030,0.105,0.05,0.4,143,13.5,0.019,0.016,0.012,2.49,0.05,48.3
"105",133,733584.8,7640599,80,"RUS","FLAT","PLAIN","FLAT","SHRUBS","BIRCH","SHRUB_TUNDRA",950818,"Smirnov","HSDC",20,"FLUVG",17,"DRY",18,0.061,225,0.189,0.41,0.63,14.5,0.015,0.016,1840,0.179,0.91,0.86,14.4,255,0.054,4660,0.35,1080,428,0.123,96.4,16.6,1420,2.82,2.39,0.6,8.25,926,0.053,0.05,0.4,105,11.5,0.013,0.01,0.006,6.16,0.05,37.8
"106",136,737280.8,7530663,330,"RUS","N","LOWMO","CONCMED","BLUEBERRY","SPRBI","BOREAL_FOREST",950823,"Pavlov","PSSC",1,"TILL",47,"MIX",11,0.824,957,2.38,3.62,1.54,43.5,0.015,0.544,6080,1.23,13,3.26,197,656,0.046,4650,2.7,979,101,1.08,508,396,611,8.27,70.7,13.8,12.3,1030,0.187,0.1,0.4,207,58,0.019,0.012,0.015,4.17,0.7,24.3
"107",137,625742.9,7712132,80,"RUS","W","RIDGE","LOWBRLOW","SHRUBS","BIRCH","FOREST_TUNDRA",950822,"Smirnov","HSSC",52,"TILL",28,"RAIN",10,0.128,251,3.42,NA,5.84,18.4,0.015,0.039,3900,0.363,8.84,6.4,148,2080,0.057,7310,0.35,1360,179,0.221,316,208,1040,5.66,NA,NA,6.86,1780,0.073,0.05,0.4,341,15.4,0.026,0.045,0.012,2.1,0.05,42.6
"108",138,716292.6,7657001,180,"RUS","E","RIDGE","LOWBRLOW","MOSS","SPRBI","BOREAL_FOREST",950804,"Semenov","HSDR",20,"TILL",50,"RAIN",10,0.046,145,0.244,0.12,1.06,16.2,0.015,0.023,2340,0.112,0.9,0.63,15.2,201,0.045,3710,0.35,982,255,0.091,83.9,18.9,1150,2.14,1.5,0.6,11.3,831,0.045,0.05,0.4,95,15.9,0.013,0.02,0.011,2.29,0.05,19.5
"109",139,590363.1,7470833,290,"FIN","SW","RIDGE","CONCMED","SHRUBS","PINE","BOREAL_FOREST",950713,"VGMA","HSSC",1,"TILL",46,"MIX",9,0.024,115,0.145,0.24,0.97,25.7,0.015,0.013,2290,0.082,0.14,0.31,4.9,102,0.043,3710,0.35,820,772,0.066,5,1.71,1140,2.65,0.81,0.2,12.8,777,0.046,0.05,0.4,55.9,3.71,0.01,0.024,0.007,1.06,0.05,23.6
"110",140,604000,7647100,220,"RUS","SE","RIDGE","LOWBRLOW","SHRUBS","PIBI","BOREAL_FOREST",950824,"Semenov","HSDC",31,"TILL",30,"DRY",12,0.031,150,0.283,0.23,1.49,18.3,0.015,0.017,2580,0.087,0.65,0.83,12.3,243,0.073,4110,0.35,1080,348,0.053,164,14.5,1390,2.17,0.56,0.2,8.63,958,0.402,0.05,0.4,103,8.99,0.031,0.024,0.009,1.17,0.05,41.4
"111",141,676703.2,7690611,260,"RUS","NW","RIDGE","CONCLOW","EMPETRUM","SPARCEBI","FOREST_TUNDRA",950815,"Semenov","PSSC",21,"TILL",45,"DRY",16,0.063,244,0.392,0.03,1.27,19.8,0.015,0.019,2500,0.106,3.06,2.72,56,951,0.043,5550,0.35,1140,555,0.053,79.1,91.2,1220,3.07,0.93,0.3,10.6,1090,0.038,0.05,0.4,197,7.51,0.032,0.013,0.012,2.71,0.05,34.6
"112",142,657618.8,7580698,300,"RUS","W","HIMO","CONCLOW","SHRUBS","SPRUCE","BOREAL_FOREST",950813,"Pavlov","HSDR",31,"TILL",38,"DRY",17,0.03,113,0.181,0.03,0.66,16.8,0.015,0.023,2260,0.084,0.31,0.47,9.45,145,0.051,3390,0.35,791,515,0.083,309,6.05,783,2.7,0.45,0.2,4.31,725,0.156,0.05,0.4,58.3,6.51,0.012,0.017,0.007,1.61,0.05,22.8
"113",143,827897.2,7565739,210,"RUS","FLAT","FLAT","FLAT","MOSS","PIBI","BOREAL_FOREST",950620,"Smirnov","HSSC",20,"TILL",30,"DRY",15,0.059,410,0.224,0.03,1.22,15,0.07,0.016,2220,0.085,0.59,0.34,12.6,128,0.072,5250,2.3,1150,407,0.142,117,10.9,1200,1.69,1.56,0.4,18.3,846,0.043,0.05,0.4,159,33.8,0.17,0.022,0.036,1.73,0.3,36.9
"114",144,861133.4,7486776,210,"RUS","FLAT","PLAIN","TOP","BLUEBERRY","BIRCH","BOREAL_FOREST",950715,"Semenov","PSSC",52,"FLUVG",40,"DRY",12,0.038,159,0.103,0.03,0.52,18.2,0.015,0.014,2590,0.107,0.37,0.41,6.46,146,0.074,6390,0.35,1530,371,0.062,180,5.4,1740,3.16,0.55,0.2,21.6,855,0.036,0.05,0.4,72.8,18.4,0.02,0.014,0.009,2.08,0.05,46.7
"115",145,563024.3,7670800,160,"FIN","E","FLAT","CONCLOW","EMPETRUM","PINE","BOREAL_FOREST",960819,"MLRJARR","HSSC",20,"TILL",42,"MIX",9,0.03,149,0.279,0.42,1.49,16.6,0.015,0.016,2540,0.062,0.63,0.7,11.1,225,0.083,3440,0.35,825,606,0.057,38.1,13,1020,2.57,0.33,0.2,10.7,881,0.036,0.05,0.4,58.2,4.19,0.022,0.043,0.008,1.23,0.05,30.8
"116",146,803908.8,7433651,90,"RUS","FLAT","FLAT","FLAT","LICHEN","PINE","BOREAL_FOREST",950706,"Smirnov","HSSC",31,"FLUVG",72,"DRY",15,0.064,261,0.173,0.11,1.5,19.5,0.015,0.022,2880,0.116,0.61,0.68,13.4,282,0.046,4760,0.35,917,515,0.111,94.2,9.79,1380,4.52,1.06,0.3,17.4,959,0.044,0.05,0.4,245,9.67,0.023,0.072,0.017,2.79,0.05,34.7
"117",147,575169.3,7554898,345,"FIN","E","PLAIN","CONCLOW","SHRUBS","SPRBI","BOREAL_FOREST",950818,"MLRJARR","HSDR",1,"TILL&SAP",45,"DRY",15,0.024,103,0.143,0.08,0.64,17.3,0.015,0.014,2190,0.083,0.23,0.42,5.09,110,0.051,3190,0.35,694,650,0.055,29.8,2.88,663,3.11,0.24,0.1,9.26,673,0.035,0.05,0.4,78,7.33,0.015,0.022,0.007,1.25,0.05,28
"118",148,563474.1,7622520,230,"FIN","N","PLAIN","CONCLOW","SHRUBS","PINE","BOREAL_FOREST",950714,"MLR","HSSC",31,"TILL",50,"MIX",10,0.027,103,0.191,0.3,1.67,16.2,0.015,0.016,2390,0.078,0.3,0.34,6.83,106,0.05,3770,0.35,1010,568,0.042,35.6,4.67,1330,2.01,0.39,0.2,8.8,842,0.032,0.05,0.4,24.9,6.14,0.014,0.04,0.006,0.85,0.05,22.3
